PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;102;81;28079102_81_98;2021;08;22;01.28;V;02.52;V;02.08;V;00.77;V;01.97;V;01.47;V;02.13;V;02.45;V;02.50;V;01.77;V;01.45;V;01.67;V;02.02;V;01.95;V;01.80;V;01.60;V;01.45;V;01.32;V;01.57;V;01.07;V;01.38;V;00.62;V;00.42;V;00.60;V
28;079;102;81;28079102_81_98;2021;08;23;01.65;V;02.00;V;02.73;V;02.50;V;02.83;V;01.67;V;02.27;V;02.60;V;02.85;V;01.52;V;01.25;V;01.82;V;01.98;V;02.42;V;02.00;V;01.47;V;01.52;V;01.30;V;02.77;V;03.60;V;02.28;V;02.83;V;02.68;V;02.32;V
28;079;102;81;28079102_81_98;2021;08;24;02.82;V;01.90;V;02.05;V;02.77;V;02.88;V;02.70;V;02.05;V;02.08;V;02.37;V;03.23;V;02.93;V;03.20;V;03.37;V;03.50;V;02.17;V;02.10;V;01.70;V;01.30;V;00.70;V;00.97;V;00.75;V;00.48;V;04.05;V;02.95;V
28;079;102;81;28079102_81_98;2021;08;25;02.80;V;03.15;V;03.18;V;03.60;V;02.17;V;01.73;V;01.12;V;01.00;V;01.52;V;01.75;V;01.98;V;01.42;V;01.60;V;01.87;V;02.30;V;02.18;V;02.63;V;01.72;V;01.85;V;00.63;V;02.60;V;02.80;V;01.27;V;01.33;V
28;079;102;81;28079102_81_98;2021;08;26;01.12;V;00.95;V;01.08;V;01.03;V;00.18;V;00.95;V;01.38;V;01.93;V;01.78;V;01.83;V;01.07;V;01.02;V;01.43;V;01.33;V;01.42;V;01.58;V;01.62;V;01.45;V;02.87;V;01.25;V;00.90;V;00.83;V;01.72;V;01.05;V
28;079;102;81;28079102_81_98;2021;08;27;00.58;V;00.53;V;01.38;V;01.57;V;02.50;V;02.77;V;01.12;V;01.23;V;01.10;V;01.38;V;01.43;V;00.92;V;01.13;V;01.42;V;01.78;V;02.32;V;02.07;V;02.23;V;02.97;V;02.75;V;02.38;V;01.50;V;01.97;V;01.98;V
28;079;102;81;28079102_81_98;2021;08;28;01.80;V;01.40;V;02.17;V;01.07;V;00.95;V;00.65;V;00.78;V;00.18;V;00.08;V;00.63;V;01.02;V;01.28;V;01.67;V;02.48;V;03.20;V;02.57;V;02.62;V;02.75;V;02.85;V;03.08;V;03.28;V;02.90;V;02.12;V;01.75;V
28;079;102;81;28079102_81_98;2021;08;29;01.73;V;01.38;V;00.88;V;00.88;V;00.77;V;00.57;V;00.68;V;01.22;V;01.45;V;01.42;V;01.07;V;00.82;V;00.98;V;01.65;V;02.30;V;02.37;V;02.55;V;02.52;V;02.67;V;02.83;V;03.08;V;02.60;V;02.50;V;02.57;V
28;079;102;81;28079102_81_98;2021;08;30;02.40;V;01.78;V;01.57;V;01.83;V;02.30;V;01.88;V;00.73;V;00.82;V;01.27;V;01.37;V;02.23;V;02.20;V;02.15;V;02.42;V;02.80;V;02.55;V;02.58;V;02.50;V;02.38;V;02.17;V;02.02;V;02.05;V;01.82;V;01.67;V
28;079;102;81;28079102_81_98;2021;08;31;01.18;V;00.87;V;00.70;V;01.95;V;00.97;V;00.55;V;00.73;V;01.68;V;01.75;V;02.18;V;01.48;V;01.07;V;01.77;V;01.62;V;01.73;V;01.58;V;01.52;V;01.58;V;01.13;V;00.88;V;00.38;V;03.12;V;04.05;V;03.80;V
28;079;102;82;28079102_82_98;2021;08;01;00069;V;00070;V;00072;V;00063;V;00064;V;00049;V;00062;V;00076;V;00038;V;00028;V;00069;V;00073;V;00064;V;00094;V;00227;V;00205;V;00294;V;00199;V;00142;V;00034;V;00156;V;00003;V;00021;V;00034;V
28;079;102;82;28079102_82_98;2021;08;02;00047;V;00055;V;00070;V;00039;V;00064;V;00037;V;00060;V;00058;V;00063;V;00047;V;00082;V;00120;V;00081;V;00070;V;00117;V;00105;V;00236;V;00117;V;00187;V;00062;V;00216;V;00246;V;00247;V;00253;V
28;079;102;82;28079102_82_98;2021;08;03;00183;V;00105;V;00120;V;00143;V;00137;V;00013;V;00065;V;00082;V;00086;V;00093;V;00094;V;00089;V;00096;V;00217;V;00230;V;00242;V;00215;V;00207;V;00218;V;00207;V;00219;V;00266;V;00234;V;00283;V
28;079;102;82;28079102_82_98;2021;08;04;00272;V;00264;V;00261;V;00278;V;00283;V;00287;V;00268;V;00267;V;00279;V;00249;V;00243;V;00228;V;00292;V;00113;V;00257;V;00242;V;00271;V;00257;V;00265;V;00275;V;00327;V;00300;V;00332;V;00336;V
28;079;102;82;28079102_82_98;2021;08;05;00286;V;00275;V;00136;V;00261;V;00054;V;00001;V;00067;V;00053;V;00074;V;00067;V;00091;V;00238;V;00236;V;00233;V;00211;V;00237;V;00247;V;00198;V;00266;V;00300;V;00277;V;00305;V;00293;V;00285;V
28;079;102;82;28079102_82_98;2021;08;06;00285;V;00264;V;00270;V;00264;V;00271;V;00200;V;00154;V;00115;V;00129;V;00260;V;00225;V;00228;V;00223;V;00246;V;00233;V;00251;V;00242;V;00239;V;00249;V;00252;V;00255;V;00249;V;00262;V;00280;V
28;079;102;82;28079102_82_98;2021;08;07;00253;V;00272;V;00256;V;00241;V;00231;V;00203;V;00239;V;00250;V;00240;V;00241;V;00232;V;00264;V;00237;V;00162;V;00251;V;00260;V;00271;V;00243;V;00240;V;00291;V;00268;V;00253;V;00277;V;00278;V
28;079;102;82;28079102_82_98;2021;08;08;00056;V;00032;V;00117;V;00039;V;00040;V;00069;V;00074;V;00037;V;00043;V;00057;V;00027;V;00033;V;00026;V;00053;V;00078;V;00159;V;00145;V;00163;V;00197;V;00228;V;00192;V;00296;V;00276;V;00134;V
28;079;102;82;28079102_82_98;2021;08;09;00119;V;00133;V;00133;V;00140;V;00092;V;00098;V;00078;V;00087;V;00092;V;00089;V;00099;V;00101;V;00092;V;00096;V;00182;V;00163;V;00144;V;00178;V;00103;V;00172;V;00154;V;00138;V;00116;V;00139;V
28;079;102;82;28079102_82_98;2021;08;10;00163;V;00180;V;00166;V;00110;V;00107;V;00087;V;00108;V;00080;V;00022;V;00020;V;00040;V;00097;V;00100;V;00176;V;00139;V;00084;V;00221;V;00167;V;00116;V;00116;V;00183;V;00210;V;00144;V;00133;V
28;079;102;82;28079102_82_98;2021;08;11;00143;V;00159;V;00173;V;00169;V;00104;V;00062;V;00094;V;00065;V;00063;V;00059;V;00077;V;00060;V;00076;V;00143;V;00162;V;00237;V;00237;V;00283;V;00253;V;00269;V;00206;V;00103;V;00148;V;00115;V
28;079;102;82;28079102_82_98;2021;08;12;00122;V;00007;V;00064;V;00072;V;00066;V;00045;V;00034;V;00048;V;00044;V;00069;V;00135;V;00163;V;00138;V;00195;V;00221;V;00214;V;00232;V;00231;V;00254;V;00245;V;00250;V;00248;V;00273;V;00291;V
28;079;102;82;28079102_82_98;2021;08;13;00297;V;00059;V;00017;V;00071;V;00042;V;00056;V;00000;V;00062;V;00021;V;00034;V;00056;V;00059;V;00050;V;00092;V;00133;V;00227;V;00236;V;00231;V;00245;V;00256;V;00259;V;00249;V;00286;V;00237;V
28;079;102;82;28079102_82_98;2021;08;14;00106;V;00094;V;00202;V;00171;V;00041;V;00007;V;00004;V;00062;V;00072;V;00112;V;00116;V;00028;V;00091;V;00074;V;00225;V;00220;V;00210;V;00230;V;00241;V;00003;V;00022;V;00041;V;00039;V;00080;V
28;079;102;82;28079102_82_98;2021;08;15;00070;V;00068;V;00063;V;00030;V;00018;V;00030;V;00024;V;00080;V;00060;V;00023;V;00025;V;00045;V;00137;V;00234;V;00235;V;00240;V;00254;V;00264;V;00249;V;00259;V;00255;V;00245;V;00260;V;00262;V
28;079;102;82;28079102_82_98;2021;08;16;00043;V;00004;V;00022;V;00022;V;00046;V;00064;V;00030;V;00030;V;00021;V;00025;V;00053;V;00055;V;00086;V;00068;V;00054;V;00039;V;00072;V;00132;V;00035;V;00021;V;00032;V;00047;V;00030;V;00046;V
28;079;102;82;28079102_82_98;2021;08;17;00053;V;00072;V;00071;V;00046;V;00028;V;00046;V;00043;V;00067;V;00057;V;00047;V;00048;V;00030;V;00043;V;00043;V;00037;V;00004;V;00330;V;00051;V;00039;V;00028;V;00082;V;00073;V;00010;V;00008;V
28;079;102;82;28079102_82_98;2021;08;18;00033;V;00068;V;00062;V;00065;V;00065;V;00035;V;00021;V;00049;V;00041;V;00065;V;00037;V;00108;V;00078;V;00081;V;00114;V;00151;V;00246;V;00233;V;00220;V;00260;V;00246;V;00245;V;00246;V;00030;V
28;079;102;82;28079102_82_98;2021;08;19;00041;V;00074;V;00053;V;00023;V;00076;V;00055;V;00066;V;00076;V;00079;V;00074;V;00051;V;00014;V;00054;V;00155;V;00167;V;00188;V;00226;V;00257;V;00185;V;00206;V;00234;V;00245;V;00259;V;00042;V
28;079;102;82;28079102_82_98;2021;08;20;00070;V;00068;V;00070;V;00150;V;00082;V;00079;V;00061;V;00081;V;00090;V;00086;V;00090;V;00102;V;00146;V;00189;V;00212;V;00177;V;00244;V;00260;V;00230;V;00228;V;00242;V;00279;V;00275;V;00266;V
28;079;102;82;28079102_82_98;2021;08;21;00252;V;00261;V;00288;V;00068;V;00121;V;00141;V;00083;V;00083;V;00055;V;00091;V;00118;V;00110;V;00172;V;00204;V;00188;V;00215;V;00219;V;00258;V;00198;V;00243;V;00243;V;00232;V;00269;V;00300;V
28;079;102;82;28079102_82_98;2021;08;22;00007;V;00054;V;00064;V;00084;V;00045;V;00038;V;00022;V;00054;V;00045;V;00055;V;00048;V;00083;V;00117;V;00131;V;00131;V;00135;V;00225;V;00122;V;00202;V;00202;V;00244;V;00257;V;00021;V;00300;V
28;079;102;82;28079102_82_98;2021;08;23;00178;V;00004;V;00033;V;00008;V;00051;V;00050;V;00057;V;00068;V;00077;V;00064;V;00045;V;00041;V;00082;V;00092;V;00171;V;00083;V;00121;V;00069;V;00034;V;00061;V;00043;V;00075;V;00097;V;00093;V
28;079;102;82;28079102_82_98;2021;08;24;00076;V;00038;V;00039;V;00069;V;00046;V;00065;V;00033;V;00037;V;00029;V;00062;V;00073;V;00101;V;00089;V;00111;V;00095;V;00106;V;00110;V;00055;V;00049;V;00250;V;00002;V;00017;V;00132;V;00150;V
28;079;102;82;28079102_82_98;2021;08;25;00082;V;00072;V;00084;V;00100;V;00131;V;00110;V;00144;V;00108;V;00109;V;00091;V;00103;V;00150;V;00156;V;00191;V;00163;V;00210;V;00214;V;00023;V;00259;V;00203;V;00167;V;00169;V;00181;V;00217;V
28;079;102;82;28079102_82_98;2021;08;26;00196;V;00237;V;00066;V;00115;V;00134;V;00067;V;00047;V;00062;V;00063;V;00069;V;00018;V;00104;V;00112;V;00096;V;00128;V;00152;V;00128;V;00165;V;00272;V;00025;V;00012;V;00057;V;00052;V;00086;V
28;079;102;82;28079102_82_98;2021;08;27;00053;V;00015;V;00023;V;00015;V;00056;V;00075;V;00018;V;00026;V;00019;V;00047;V;00092;V;00112;V;00138;V;00167;V;00180;V;00223;V;00267;V;00205;V;00204;V;00244;V;00244;V;00248;V;00248;V;00264;V
28;079;102;82;28079102_82_98;2021;08;28;00255;V;00242;V;00088;V;00029;V;00017;V;00016;V;00194;V;00197;V;00196;V;00106;V;00128;V;00126;V;00245;V;00198;V;00235;V;00217;V;00189;V;00173;V;00224;V;00236;V;00241;V;00251;V;00259;V;00235;V
28;079;102;82;28079102_82_98;2021;08;29;00252;V;00247;V;00261;V;00024;V;00000;V;00014;V;00029;V;00011;V;00018;V;00028;V;00019;V;00016;V;00232;V;00136;V;00228;V;00219;V;00235;V;00232;V;00225;V;00254;V;00262;V;00252;V;00265;V;00252;V
28;079;102;82;28079102_82_98;2021;08;30;00258;V;00235;V;00241;V;00250;V;00243;V;00250;V;00218;V;00200;V;00156;V;00159;V;00233;V;00232;V;00207;V;00211;V;00218;V;00251;V;00214;V;00227;V;00216;V;00238;V;00231;V;00246;V;00262;V;00257;V
28;079;102;82;28079102_82_98;2021;08;31;00275;V;00102;V;00046;V;00074;V;00084;V;00007;V;00030;V;00066;V;00068;V;00069;V;00067;V;00034;V;00151;V;00081;V;00147;V;00082;V;00154;V;00140;V;00083;V;00037;V;00139;V;00145;V;00130;V;00116;V
28;079;102;83;28079102_83_98;2021;08;01;014.2;V;013.3;V;012.6;V;012.0;V;011.7;V;011.3;V;010.8;V;010.7;V;011.5;V;012.9;V;013.7;V;015.6;V;017.7;V;019.7;V;020.1;V;021.4;V;022.0;V;022.7;V;023.4;V;023.5;V;022.9;V;022.3;V;020.6;V;019.5;V
28;079;102;83;28079102_83_98;2021;08;02;018.8;V;017.9;V;017.1;V;015.9;V;014.9;V;014.1;V;013.5;V;013.3;V;014.6;V;016.3;V;017.6;V;019.1;V;020.6;V;023.0;V;023.2;V;024.5;V;025.6;V;025.9;V;026.0;V;026.0;V;025.7;V;024.4;V;023.5;V;023.1;V
28;079;102;83;28079102_83_98;2021;08;03;022.4;V;021.1;V;018.5;V;017.9;V;017.3;V;016.9;V;016.3;V;015.9;V;016.3;V;017.4;V;019.3;V;021.0;V;022.8;V;024.1;V;025.5;V;026.7;V;027.2;V;027.6;V;027.7;V;027.3;V;026.7;V;025.6;V;024.8;V;023.9;V
28;079;102;83;28079102_83_98;2021;08;04;023.4;V;022.9;V;022.3;V;021.3;V;020.7;V;020.1;V;019.4;V;019.0;V;019.4;V;020.9;V;021.7;V;023.0;V;023.9;V;024.8;V;025.5;V;025.9;V;026.7;V;027.1;V;027.1;V;027.1;V;026.5;V;025.5;V;024.7;V;023.9;V
28;079;102;83;28079102_83_98;2021;08;05;023.2;V;022.4;V;021.7;V;021.3;V;020.7;V;020.5;V;019.4;V;018.0;V;019.6;V;021.5;V;023.0;V;024.1;V;025.2;V;026.6;V;027.7;V;029.5;V;030.4;V;031.2;V;031.1;V;030.8;V;030.0;V;028.5;V;027.2;V;025.9;V
28;079;102;83;28079102_83_98;2021;08;06;024.8;V;023.7;V;023.0;V;022.3;V;021.7;V;021.3;V;019.6;V;019.5;V;021.6;V;022.4;V;023.1;V;023.8;V;025.0;V;026.1;V;027.0;V;027.9;V;028.4;V;028.7;V;028.7;V;028.4;V;027.3;V;025.8;V;024.6;V;023.4;V
28;079;102;83;28079102_83_98;2021;08;07;022.6;V;022.0;V;021.1;V;019.8;V;018.7;V;017.4;V;016.6;V;015.8;V;017.0;V;017.4;V;019.5;V;020.6;V;022.0;V;023.2;V;024.0;V;024.7;V;025.2;V;025.3;V;025.5;V;025.3;V;024.5;V;023.1;V;022.1;V;021.3;V
28;079;102;83;28079102_83_98;2021;08;08;020.7;V;019.7;V;019.2;V;018.7;V;017.6;V;015.9;V;015.3;V;015.2;V;015.7;V;016.5;V;018.0;V;020.1;V;021.9;V;023.3;V;023.9;V;025.6;V;026.6;V;026.6;V;027.1;V;027.1;V;026.8;V;025.3;V;024.4;V;023.5;V
28;079;102;83;28079102_83_98;2021;08;09;021.0;V;019.7;V;018.8;V;018.4;V;018.2;V;018.0;V;018.0;V;018.1;V;018.4;V;019.6;V;021.0;V;022.3;V;024.2;V;026.0;V;027.6;V;028.6;V;029.2;V;030.2;V;030.2;V;029.9;V;029.5;V;028.6;V;027.2;V;025.8;V
28;079;102;83;28079102_83_98;2021;08;10;024.8;V;023.9;V;022.6;V;021.4;V;020.4;V;019.9;V;019.6;V;019.4;V;020.0;V;021.3;V;023.0;V;024.1;V;026.1;V;027.2;V;028.9;V;029.7;V;031.1;V;031.7;V;031.7;V;031.2;V;030.8;V;029.9;V;028.9;V;028.2;V
28;079;102;83;28079102_83_98;2021;08;11;027.8;V;026.8;V;025.9;V;024.8;V;023.8;V;023.3;V;022.6;V;022.0;V;021.9;V;023.3;V;025.0;V;026.9;V;028.4;V;030.0;V;031.9;V;033.1;V;034.2;V;034.1;V;034.6;V;034.4;V;033.4;V;028.0;V;028.3;V;026.8;V
28;079;102;83;28079102_83_98;2021;08;12;026.4;V;025.6;V;023.4;V;022.4;V;022.0;V;021.0;V;020.3;V;020.1;V;021.3;V;023.7;V;024.8;V;026.3;V;028.2;V;029.9;V;031.3;V;032.5;V;033.4;V;033.6;V;033.8;V;033.6;V;032.8;V;031.4;V;030.0;V;029.0;V
28;079;102;83;28079102_83_98;2021;08;13;028.4;V;027.6;V;026.1;V;024.2;V;022.8;V;022.7;V;022.0;V;021.4;V;021.7;V;024.5;V;027.0;V;029.2;V;030.9;V;032.9;V;034.6;V;035.8;V;037.0;V;037.3;V;037.5;V;037.3;V;036.1;V;034.6;V;033.4;V;032.8;V
28;079;102;83;28079102_83_98;2021;08;14;031.6;V;031.5;V;031.1;V;029.6;V;028.0;V;026.6;V;025.6;V;025.0;V;025.4;V;027.1;V;028.0;V;030.8;V;031.9;V;033.3;V;035.0;V;036.4;V;037.6;V;037.9;V;037.9;V;035.5;V;034.5;V;031.9;V;030.3;V;029.0;V
28;079;102;83;28079102_83_98;2021;08;15;027.7;V;026.8;V;026.6;V;025.8;V;024.7;V;023.6;V;023.0;V;022.3;V;021.9;V;024.5;V;027.3;V;029.7;V;031.8;V;033.1;V;034.3;V;035.8;V;036.4;V;036.3;V;036.4;V;035.3;V;034.2;V;033.0;V;031.3;V;029.8;V
28;079;102;83;28079102_83_98;2021;08;16;028.8;V;028.1;V;027.2;V;023.9;V;022.1;V;021.0;V;020.0;V;019.6;V;019.9;V;020.9;V;022.8;V;025.2;V;027.3;V;028.7;V;030.3;V;031.7;V;032.1;V;032.6;V;033.1;V;032.4;V;030.9;V;027.7;V;025.5;V;023.8;V
28;079;102;83;28079102_83_98;2021;08;17;021.5;V;019.4;V;017.9;V;016.9;V;016.5;V;015.8;V;015.0;V;014.5;V;014.4;V;015.2;V;017.1;V;019.6;V;021.9;V;024.4;V;026.0;V;027.5;V;028.8;V;028.8;V;029.5;V;029.2;V;028.3;V;027.0;V;025.2;V;023.7;V
28;079;102;83;28079102_83_98;2021;08;18;022.3;V;020.6;V;019.5;V;018.6;V;017.8;V;017.2;V;016.5;V;016.2;V;017.0;V;018.1;V;020.2;V;021.5;V;023.2;V;025.1;V;027.2;V;028.4;V;029.5;V;029.8;V;030.1;V;029.8;V;029.0;V;027.7;V;026.6;V;024.9;V
28;079;102;83;28079102_83_98;2021;08;19;023.6;V;022.3;V;020.8;V;019.9;V;018.9;V;017.8;V;017.5;V;017.2;V;017.7;V;018.9;V;020.9;V;022.6;V;024.1;V;026.1;V;027.8;V;028.8;V;029.2;V;029.7;V;029.7;V;029.4;V;028.6;V;027.5;V;026.6;V;025.6;V
28;079;102;83;28079102_83_98;2021;08;20;024.5;V;021.8;V;020.6;V;019.8;V;019.0;V;018.4;V;018.0;V;017.8;V;018.5;V;019.6;V;020.9;V;022.9;V;025.0;V;026.2;V;027.7;V;028.9;V;029.3;V;029.7;V;029.9;V;029.6;V;028.9;V;027.7;V;026.7;V;025.8;V
28;079;102;83;28079102_83_98;2021;08;21;025.1;V;024.0;V;023.2;V;021.9;V;020.0;V;019.7;V;019.0;V;018.5;V;019.7;V;021.8;V;022.7;V;024.7;V;026.1;V;028.0;V;029.0;V;029.5;V;030.6;V;030.7;V;030.6;V;030.7;V;029.7;V;028.3;V;027.4;V;026.2;V
28;079;102;83;28079102_83_98;2021;08;22;025.5;V;024.1;V;023.2;V;022.0;V;020.7;V;020.5;V;019.3;V;017.9;V;018.6;V;020.6;V;022.9;V;024.5;V;026.1;V;028.1;V;030.0;V;031.8;V;032.5;V;032.9;V;032.8;V;032.5;V;031.6;V;030.4;V;029.9;V;029.5;V
28;079;102;83;28079102_83_98;2021;08;23;027.5;V;026.1;V;023.9;V;022.9;V;022.1;V;021.6;V;021.2;V;020.4;V;019.9;V;022.1;V;025.1;V;026.1;V;027.8;V;029.0;V;030.8;V;032.3;V;033.2;V;034.0;V;031.3;V;028.2;V;027.3;V;026.2;V;024.9;V;024.4;V
